subset_mask,heads,size,n,correct,acc,ba,rescue,harm,delta_acc,delta_ba
45,0|2|3|5,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
46,1|2|3|5,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
47,0|1|2|3|5,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
48,4|5,2,41,19,0.4634146341463415,0.39255952380952375,2,1,0.024390243902439046,0.01041666666666663
49,0|4|5,3,41,20,0.4878048780487805,0.4029761904761905,2,0,0.04878048780487804,0.02083333333333337
50,1|4|5,3,41,20,0.4878048780487805,0.4029761904761905,2,0,0.04878048780487804,0.02083333333333337
51,0|1|4|5,4,41,20,0.4878048780487805,0.4029761904761905,2,0,0.04878048780487804,0.02083333333333337
52,2|4|5,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
53,0|2|4|5,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
54,1|2|4|5,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
55,0|1|2|4|5,5,41,20,0.4878048780487805,0.4029761904761905,2,0,0.04878048780487804,0.02083333333333337
56,3|4|5,3,41,17,0.4146341463414634,0.37172619047619043,1,2,-0.024390243902439046,-0.010416666666666685
57,0|3|4|5,4,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
58,1|3|4|5,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
59,0|1|3|4|5,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
60,2|3|4|5,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
61,0|2|3|4|5,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
62,1|2|3|4|5,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
63,0|1|2|3|4|5,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
64,6,1,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
65,0|6,2,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
66,1|6,2,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
67,0|1|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
68,2|6,2,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
69,0|2|6,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
70,1|2|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
71,0|1|2|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
72,3|6,2,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
73,0|3|6,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
74,1|3|6,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
75,0|1|3|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
76,2|3|6,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
77,0|2|3|6,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
78,1|2|3|6,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
79,0|1|2|3|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
80,4|6,2,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
81,0|4|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
82,1|4|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
83,0|1|4|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
84,2|4|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
85,0|2|4|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
86,1|2|4|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
87,0|1|2|4|6,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
88,3|4|6,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
89,0|3|4|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
90,1|3|4|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
91,0|1|3|4|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
92,2|3|4|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
93,0|2|3|4|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
94,1|2|3|4|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
